ID_CARRETA,motivo
466125701,sem_ordem_de_servico_no_periodo_2020_2025
466125702,sem_ordem_de_servico_no_periodo_2020_2025
466125705,sem_ordem_de_servico_no_periodo_2020_2025
466125706,sem_ordem_de_servico_no_periodo_2020_2025
466125707,sem_ordem_de_servico_no_periodo_2020_2025
466125708,sem_ordem_de_servico_no_periodo_2020_2025
466125709,sem_ordem_de_servico_no_periodo_2020_2025
466125710,sem_ordem_de_servico_no_periodo_2020_2025
466125711,sem_ordem_de_servico_no_periodo_2020_2025
466125712,sem_ordem_de_servico_no_periodo_2020_2025
466125713,sem_ordem_de_servico_no_periodo_2020_2025
466125715,sem_ordem_de_servico_no_periodo_2020_2025
466125716,sem_ordem_de_servico_no_periodo_2020_2025
466125717,sem_ordem_de_servico_no_periodo_2020_2025
466125718,sem_ordem_de_servico_no_periodo_2020_2025
466125719,sem_ordem_de_servico_no_periodo_2020_2025
466125720,sem_ordem_de_servico_no_periodo_2020_2025
466125721,sem_ordem_de_servico_no_periodo_2020_2025
466125722,sem_ordem_de_servico_no_periodo_2020_2025
466125723,sem_ordem_de_servico_no_periodo_2020_2025
466125724,sem_ordem_de_servico_no_periodo_2020_2025
466125725,sem_ordem_de_servico_no_periodo_2020_2025
466125726,sem_ordem_de_servico_no_periodo_2020_2025
466125727,sem_ordem_de_servico_no_periodo_2020_2025
466125728,sem_ordem_de_servico_no_periodo_2020_2025
466125729,sem_ordem_de_servico_no_periodo_2020_2025
466125730,sem_ordem_de_servico_no_periodo_2020_2025
4695,sem_ordem_de_servico_no_periodo_2020_2025
516,sem_ordem_de_servico_no_periodo_2020_2025
53512753,sem_ordem_de_servico_no_periodo_2020_2025
53512756,sem_ordem_de_servico_no_periodo_2020_2025
53512757,sem_ordem_de_servico_no_periodo_2020_2025
54843225,sem_ordem_de_servico_no_periodo_2020_2025
54843226,sem_ordem_de_servico_no_periodo_2020_2025
54843227,sem_ordem_de_servico_no_periodo_2020_2025
5691,sem_ordem_de_servico_no_periodo_2020_2025
63288059,sem_ordem_de_servico_no_periodo_2020_2025
63288072,sem_ordem_de_servico_no_periodo_2020_2025
63288074,sem_ordem_de_servico_no_periodo_2020_2025
63288076,sem_ordem_de_servico_no_periodo_2020_2025
63374622,sem_ordem_de_servico_no_periodo_2020_2025
63374648,sem_ordem_de_servico_no_periodo_2020_2025
63374674,sem_ordem_de_servico_no_periodo_2020_2025
63374757,sem_ordem_de_servico_no_periodo_2020_2025
63374788,sem_ordem_de_servico_no_periodo_2020_2025
63374827,sem_ordem_de_servico_no_periodo_2020_2025
63587556,sem_ordem_de_servico_no_periodo_2020_2025
63587558,sem_ordem_de_servico_no_periodo_2020_2025
63587560,sem_ordem_de_servico_no_periodo_2020_2025
63587562,sem_ordem_de_servico_no_periodo_2020_2025
63587564,sem_ordem_de_servico_no_periodo_2020_2025
63587566,sem_ordem_de_servico_no_periodo_2020_2025
63587568,sem_ordem_de_servico_no_periodo_2020_2025
63587570,sem_ordem_de_servico_no_periodo_2020_2025
63587586,sem_ordem_de_servico_no_periodo_2020_2025
63587588,sem_ordem_de_servico_no_periodo_2020_2025
63587590,sem_ordem_de_servico_no_periodo_2020_2025
63587594,sem_ordem_de_servico_no_periodo_2020_2025
63587596,sem_ordem_de_servico_no_periodo_2020_2025
63587598,sem_ordem_de_servico_no_periodo_2020_2025
63587600,sem_ordem_de_servico_no_periodo_2020_2025
63587604,sem_ordem_de_servico_no_periodo_2020_2025
63587608,sem_ordem_de_servico_no_periodo_2020_2025
63587615,sem_ordem_de_servico_no_periodo_2020_2025
63587617,sem_ordem_de_servico_no_periodo_2020_2025
63587621,sem_ordem_de_servico_no_periodo_2020_2025
